training step, loss
1,1.1813503503799438
2,0.9392243027687073
3,0.8034480810165405
4,0.7153638601303101
5,0.6496962904930115
6,0.5955550670623779
7,0.5478501915931702
8,0.5039792060852051
9,0.46267277002334595
10,0.42339545488357544
11,0.38601088523864746
12,0.35059815645217896
13,0.3173448443412781
14,0.28647568821907043
15,0.25820493698120117
16,0.23271077871322632
17,0.21011365950107574
18,0.19048011302947998
19,0.17380890250205994
20,0.16003026068210602
21,0.14901933073997498
22,0.14059382677078247
23,0.1345178633928299
24,0.13051682710647583
25,0.12828394770622253
26,0.12749356031417847
27,0.12780813872814178
28,0.12890049815177917
29,0.13045890629291534
30,0.1322064846754074
31,0.1339079588651657
32,0.13537658751010895
33,0.13647939264774323
34,0.13713324069976807
35,0.1373046636581421
36,0.13699845969676971
37,0.13625366985797882
38,0.13513493537902832
39,0.133719801902771
40,0.13209564983844757
41,0.13035185635089874
42,0.12856905162334442
43,0.12682269513607025
44,0.12517507374286652
45,0.12367146462202072
46,0.12234778702259064
47,0.12122029811143875
48,0.1202949807047844
49,0.11956336349248886
50,0.11900890618562698
51,0.11860763281583786
52,0.11833006143569946
53,0.11814453452825546
54,0.1180214062333107
55,0.11793079227209091
56,0.11784719675779343
57,0.11775105446577072
58,0.11762645840644836
59,0.11746165156364441
60,0.11725253611803055
61,0.11699817329645157
62,0.11670266091823578
63,0.1163700520992279
64,0.11601053923368454
65,0.11563201248645782
66,0.1152445524930954
67,0.11485660821199417
68,0.11447736620903015
69,0.1141112893819809
70,0.11376303434371948
71,0.11343636363744736
72,0.11313093453645706
73,0.11284710466861725
74,0.11258164048194885
75,0.11233243346214294
76,0.11209634691476822
77,0.11186907440423965
78,0.11164721846580505
79,0.11142797023057938
80,0.11120783537626266
81,0.11098647117614746
82,0.11076074093580246
83,0.11053115874528885
84,0.11029771715402603
85,0.11006060987710953
86,0.10982029139995575
87,0.10957928001880646
88,0.10933680087327957
89,0.10909653455018997
90,0.10885794460773468
91,0.10862178355455399
92,0.10838894546031952
93,0.10816071927547455
94,0.10793476551771164
95,0.1077132299542427
96,0.10749520361423492
97,0.10727981477975845
98,0.10706634819507599
99,0.10685553401708603
100,0.10664565861225128
101,0.10643646866083145
102,0.10622912645339966
103,0.10602083057165146
104,0.10581331700086594
105,0.10560651123523712
106,0.10540006309747696
107,0.10519378632307053
108,0.10498860478401184
109,0.10478466749191284
110,0.10458195209503174
111,0.10437958687543869
112,0.1041792780160904
113,0.10397981107234955
114,0.103782057762146
115,0.10358577966690063
116,0.10339027643203735
117,0.10319609194993973
118,0.10300406068563461
119,0.10281262546777725
120,0.10262144356966019
121,0.10243212431669235
122,0.10224368423223495
123,0.10205584764480591
124,0.10186974704265594
125,0.10168434679508209
126,0.10149950534105301
127,0.10131622850894928
128,0.10113348811864853
129,0.10095234215259552
130,0.10077175498008728
131,0.10059192031621933
132,0.10041304677724838
133,0.10023574531078339
134,0.10005877912044525
135,0.09988315403461456
136,0.09970863163471222
137,0.09953488409519196
138,0.09936191141605377
139,0.09919017553329468
140,0.09901872277259827
141,0.09884849190711975
142,0.09867899864912033
143,0.09851063787937164
144,0.09834327548742294
145,0.09817634522914886
146,0.09801035374403
147,0.09784495830535889
148,0.09768041223287582
149,0.0975172370672226
150,0.09735451638698578
151,0.09719257801771164
152,0.09703195095062256
153,0.0968715101480484
154,0.09671172499656677
155,0.09655273705720901
156,0.09639444947242737
157,0.09623701125383377
158,0.09608081728219986
159,0.09592493623495102
160,0.09576977044343948
161,0.09561565518379211
162,0.09546217322349548
163,0.09530902653932571
164,0.09515652060508728
165,0.09500488638877869
166,0.09485402703285217
167,0.0947033166885376
168,0.0945533886551857
169,0.09440426528453827
170,0.09425582736730576
171,0.09410770237445831
172,0.09396015107631683
173,0.09381332248449326
174,0.09366714209318161
175,0.0935211330652237
176,0.09337599575519562
177,0.09323164075613022
178,0.09308646619319916
179,0.0929427221417427
180,0.09279949963092804
181,0.09265635162591934
182,0.09251348674297333
183,0.09237121790647507
184,0.09222916513681412
185,0.09208772331476212
186,0.09194659441709518
187,0.09180546551942825
188,0.0916651040315628
189,0.09152396023273468
190,0.09138410538434982
191,0.09124411642551422
192,0.09110415726900101
193,0.09096434712409973
194,0.09082444757223129
195,0.09068512916564941
196,0.09054606407880783
197,0.09040617197751999
198,0.09026703238487244
199,0.09012740850448608
200,0.08998774737119675
201,0.08984768390655518
202,0.08970814943313599
203,0.08956753462553024
204,0.08942710608243942
205,0.089286670088768
206,0.08914567530155182
207,0.08900504559278488
208,0.08886381983757019
209,0.0887218713760376
210,0.08857998996973038
211,0.08843782544136047
212,0.08829577267169952
213,0.0881529375910759
214,0.08800967782735825
215,0.08786635845899582
216,0.08772272616624832
217,0.08757912367582321
218,0.08743516355752945
219,0.08729107677936554
220,0.08714686334133148
221,0.08700283616781235
222,0.08685851842164993
223,0.08671434223651886
224,0.08657123148441315
225,0.08642905950546265
226,0.08628904819488525
227,0.08615139126777649
228,0.08601701259613037
229,0.0858839750289917
230,0.08575291186571121
231,0.08562271296977997
232,0.08549248427152634
233,0.0853627622127533
234,0.08523339778184891
235,0.08510296791791916
236,0.08497243374586105
237,0.08484164625406265
238,0.08471003919839859
239,0.08457785844802856
240,0.08444589376449585
241,0.08431270718574524
242,0.08417990803718567
243,0.08404651284217834
244,0.08391325175762177
245,0.08377942442893982
246,0.08364623785018921
247,0.08351252228021622
248,0.08337961882352829
249,0.08324603736400604
250,0.08311302959918976
251,0.08298001438379288
252,0.08284662663936615
253,0.08271357417106628
254,0.08258083462715149
255,0.0824471265077591
256,0.0823136419057846
257,0.08217955380678177
258,0.08204589039087296
259,0.08191155642271042
260,0.0817771926522255
261,0.08164235204458237
262,0.08150724321603775
263,0.08137258142232895
264,0.08123697340488434
265,0.08110156655311584
266,0.08096689730882645
267,0.08083133399486542
268,0.0806954950094223
269,0.0805598646402359
270,0.080423504114151
271,0.08028700947761536
272,0.08014994114637375
273,0.08001276105642319
274,0.07987529039382935
275,0.07973776757717133
276,0.07959988713264465
277,0.07946176081895828
278,0.07932329922914505
279,0.07918409258127213
280,0.07904554903507233
281,0.07890541851520538
282,0.07876527309417725
283,0.07862553745508194
284,0.07848498970270157
285,0.07834500074386597
286,0.07820375263690948
287,0.07806264609098434
288,0.07792183011770248
289,0.07778041064739227
290,0.07763863354921341
291,0.07749687880277634
292,0.07735494524240494
293,0.0772126168012619
294,0.07706994563341141
295,0.07692759484052658
296,0.07678478956222534
297,0.07664229720830917
298,0.07649946957826614
299,0.07635702937841415
300,0.07621388882398605
301,0.07607141882181168
302,0.07592875510454178
303,0.07578644156455994
304,0.07564407587051392
305,0.07550179958343506
306,0.07535922527313232
307,0.0752173364162445
308,0.07507497072219849
309,0.074932761490345
310,0.07479159533977509
311,0.07464949041604996
312,0.07450816035270691
313,0.07436704635620117
314,0.07422608882188797
315,0.0740848258137703
316,0.07394329458475113
317,0.07380291074514389
318,0.0736619383096695
319,0.07352223992347717
320,0.07338158786296844
321,0.0732416957616806
322,0.0731019452214241
323,0.07296247780323029
324,0.07282362133264542
325,0.07268469035625458
326,0.0725463256239891
327,0.07240857183933258
328,0.07227108627557755
329,0.07213334739208221
330,0.07199590653181076
331,0.07185858488082886
332,0.0717213973402977
333,0.07158414274454117
334,0.07144775986671448
335,0.07131095975637436
336,0.07117456942796707
337,0.07103848457336426
338,0.07090265303850174
339,0.07076720893383026
340,0.07063204795122147
341,0.07049821317195892
342,0.07036428898572922
343,0.07023090124130249
344,0.07009800523519516
345,0.0699651762843132
346,0.06983305513858795
347,0.06970158219337463
348,0.06957070529460907
349,0.06944111734628677
350,0.06931242346763611
351,0.06918402016162872
352,0.069056436419487
353,0.06893037259578705
354,0.06880471855401993
355,0.06867963075637817
356,0.06855575740337372
357,0.06843278557062149
358,0.06831029057502747
359,0.06818922609090805
360,0.06806857883930206
361,0.06794936209917068
362,0.06783147156238556
363,0.0677146464586258
364,0.0675981342792511
365,0.06748246401548386
366,0.06736786663532257
367,0.06725478917360306
368,0.0671425312757492
369,0.067031130194664
370,0.06692066043615341
371,0.06681022047996521
372,0.06670009344816208
373,0.06659024208784103
374,0.06648047268390656
375,0.06637263298034668
376,0.0662657618522644
377,0.06615868955850601
378,0.0660533532500267
379,0.0659489557147026
380,0.06584503501653671
381,0.0657409057021141
382,0.0656374841928482
383,0.06553466618061066
384,0.06543295830488205
385,0.06533150374889374
386,0.06523064523935318
387,0.06513035297393799
388,0.06503070890903473
389,0.06493112444877625
390,0.06483194977045059
391,0.06473228335380554
392,0.06463353335857391
393,0.06453458219766617
394,0.06443605571985245
395,0.0643373653292656
396,0.06423952430486679
397,0.06414112448692322
398,0.0640430897474289
399,0.06394489854574203
400,0.06384649127721786
401,0.06374794989824295
402,0.0636502131819725
403,0.06355221569538116
404,0.06345441937446594
405,0.06335651874542236
406,0.06325922161340714
407,0.06316119432449341
408,0.06306294351816177
409,0.06296435743570328
410,0.06286561489105225
411,0.06276649981737137
412,0.06266704201698303
413,0.06256704032421112
414,0.06246676295995712
415,0.062366120517253876
416,0.062265682965517044
417,0.06216489523649216
418,0.06206370145082474
419,0.06196267902851105
420,0.061860986053943634
421,0.061761967837810516
422,0.061666861176490784
423,0.061580680310726166
424,0.06146933138370514
425,0.061349835246801376
426,0.06124842166900635
427,0.06115365028381348
428,0.061044592410326004
429,0.060925718396902084
430,0.06082089617848396
431,0.06072342395782471
432,0.06061193719506264
433,0.060491833835840225
434,0.06037735939025879
435,0.06027177721261978
436,0.06016832962632179
437,0.06005431339144707
438,0.05992842838168144
439,0.05980002507567406
440,0.05967681109905243
441,0.05955926701426506
442,0.059446003288030624
443,0.059338100254535675
444,0.059239670634269714
445,0.05912649631500244
446,0.05898870527744293
447,0.05880755931138992
448,0.058656420558691025
449,0.0585477277636528
450,0.05847221240401268
451,0.05846785753965378
452,0.0583481602370739
453,0.058212704956531525
454,0.05785280838608742
455,0.05775054544210434
456,0.057832021266222
457,0.05762515217065811
458,0.05742011219263077
459,0.057125769555568695
460,0.05694572627544403
461,0.05686166137456894
462,0.056871332228183746
463,0.05720265582203865
464,0.056950658559799194
465,0.05695807933807373
466,0.056167423725128174
467,0.05613158643245697
468,0.0567033477127552
469,0.05610579997301102
470,0.055704668164253235
471,0.055437300354242325
472,0.05546768754720688
473,0.055751215666532516
474,0.05548309162259102
475,0.05534538999199867
476,0.05487605556845665
477,0.054674334824085236
478,0.05469061806797981
479,0.05476778373122215
480,0.05514994263648987
481,0.054662950336933136
482,0.054462458938360214
483,0.054024260491132736
484,0.053806062787771225
485,0.05374188348650932
486,0.05378081277012825
487,0.05406395345926285
488,0.053978804498910904
489,0.054352372884750366
490,0.05346810072660446
491,0.05305572226643562
492,0.05290565639734268
493,0.05298906937241554
494,0.053355250507593155
495,0.053219351917505264
496,0.0534149706363678
497,0.05264033004641533
498,0.052275002002716064
499,0.052191246300935745
500,0.05231077969074249
501,0.05268141254782677
502,0.05244286358356476
503,0.05243786424398422
504,0.05187205597758293
505,0.05158323049545288
506,0.05149245634675026
507,0.05155221000313759
508,0.051784202456474304
509,0.05172998458147049
510,0.05191132426261902
511,0.05138016492128372
512,0.051080942153930664
513,0.0508459135890007
514,0.05077227205038071
515,0.05082600936293602
516,0.05089452117681503
517,0.051154106855392456
518,0.05096542090177536
519,0.0510203018784523
520,0.05055037885904312
521,0.0502856969833374
522,0.050089430063962936
523,0.05001922696828842
524,0.05004682391881943
525,0.050098419189453125
526,0.05029834434390068
527,0.05020769685506821
528,0.050350122153759
529,0.04994262382388115
530,0.04972848296165466
531,0.04946080967783928
532,0.049320120364427567
533,0.04927365481853485
534,0.049289874732494354
535,0.049391258507966995
536,0.04941815510392189
537,0.049639005213975906
538,0.04944109544157982
539,0.049465350806713104
540,0.04907313734292984
541,0.04884636774659157
542,0.04865585267543793
543,0.04857396334409714
544,0.048574913293123245
545,0.0486094169318676
546,0.04871632158756256
547,0.04867926612496376
548,0.048754531890153885
549,0.04853858798742294
550,0.04842681437730789
551,0.04820413514971733
552,0.04805814474821091
553,0.04795549437403679
554,0.047900959849357605
555,0.04788412153720856
556,0.04788386449217796
557,0.04792838543653488
558,0.047924574464559555
559,0.04802195727825165
560,0.04793877154588699
561,0.04799191653728485
562,0.0477742962539196
563,0.047662392258644104
564,0.047450147569179535
565,0.04730992764234543
566,0.04721074178814888
567,0.04715902358293533
568,0.047143690288066864
569,0.04714397341012955
570,0.047182224690914154
571,0.04718208685517311
572,0.047264955937862396
573,0.047204699367284775
574,0.04726209118962288
575,0.04708530008792877
576,0.04700474068522453
577,0.04679923877120018
578,0.046660616993904114
579,0.046545155346393585
580,0.046477992087602615
581,0.04644807428121567
582,0.046440061181783676
583,0.046455372124910355
584,0.04645015299320221
585,0.04648584872484207
586,0.046442270278930664
587,0.046463534235954285
588,0.04636039212346077
589,0.04632043093442917
590,0.04618093743920326
591,0.046086493879556656
592,0.045967746526002884
593,0.04587892070412636
594,0.04580608382821083
595,0.04575182497501373
596,0.04571167379617691
597,0.04568161815404892
598,0.04566273093223572
599,0.04564781114459038
600,0.0456601157784462
601,0.045666877180337906
602,0.045748721808195114
603,0.04577115923166275
604,0.045948393642902374
605,0.04587053135037422
606,0.0459597110748291
607,0.04564785584807396
608,0.0454498752951622
609,0.04520324990153313
610,0.04508402198553085
611,0.045076608657836914
612,0.04512934386730194
613,0.0452117919921875
614,0.04517577216029167
615,0.04513826593756676
616,0.04498184472322464
617,0.044857412576675415
618,0.04475622996687889
619,0.04470476880669594
620,0.04469329118728638
621,0.04469749331474304
622,0.044713135808706284
623,0.044690635055303574
624,0.044674742966890335
625,0.04460170492529869
626,0.04454057663679123
627,0.044453591108322144
628,0.04438142105937004
629,0.044314853847026825
630,0.044261328876018524
631,0.04421820864081383
632,0.04418330639600754
633,0.044155385345220566
634,0.04413097724318504
635,0.04411519318819046
636,0.044101741164922714
637,0.0441121980547905
638,0.044120632112026215
639,0.044191859662532806
640,0.04422938823699951
641,0.04439892619848251
642,0.04438289627432823
643,0.04452480748295784
644,0.04426576569676399
645,0.04410415515303612
646,0.043802134692668915
647,0.04362992197275162
648,0.04358460381627083
649,0.0436369925737381
650,0.043733417987823486
651,0.04373215511441231
652,0.04370926320552826
653,0.04355619102716446
654,0.04342686012387276
655,0.04332718253135681
656,0.04328703135251999
657,0.04329284653067589
658,0.04330876097083092
659,0.04332460090517998
660,0.04328564554452896
661,0.043238990008831024
662,0.04315240681171417
663,0.04307584837079048
664,0.043008312582969666
665,0.042961083352565765
666,0.04293122887611389
667,0.042913343757390976
